Index,Year,Authors,Name,Bibtex,DOI,Instruction & Guidance,Assembly & Arrangement,Problem Solving & Games,Communication & Collaboration,(Tele) Medicine,Maintenance & Industry,Design & Creativity,Education & Knowledge Work,Social & Play,Various & Unspecified,no study,communication,puzzle and assembly,object arrangement and manipulation,locating object in environment,"training, instruction, guiding",information extraction and generation,maintainance,game,walkthrough,general - device limitations,display,ergonomics,tracking,general - scene acquisition & reconstruction,point cloud Level of Detail,point cloud stability,point cloud completeness,3D reconstruction,scale of environment & tracking area,general object recognition & alignment,general - user acquisition & modelling,hand tracking,body tracking,face & gaze tracking,general - system complexity,devices & sensors,computational challenges,heterogeneity & interoperability,scalability,general - latency & real-time presentation,synchronicity,network challenges,general latency,bandwidth issue,performance,general - spatial consistency,calibration & alignment,general - shared & blended environment,dissimilar spaces,virtual content positioning,shared objects,controlling real-world properties,physical & spatial limits,general - spatial awareness & orientation,locating  objects & user,communication about the environment,dynamic changes,general - user representation & techniques,level of detail & accuracy,avatar designs & uncanny valley,general - communication & sensory feedback,(spatial) audio,non-verbal,gestures,facial expressions & eyes,physical props & haptic feedback,general - interpersonal awareness,gaze & view sharing,content & intention sharing,general - cognition & presence,presence,cognitive & mental load,co- & social-presence,accessibility & inclusion,general - asymmetric experiences,content & environment sharing,user representation,awareness on shared personal information,interaction & general capabilities,general - interaction & UI design,adaptive & customizable UI,annotations,workflow,evaluation & studies,domain & use case specific,data privacy & security
380,2022,"Manuel Rebol, Krzysztof Pietroszek, Claudia Ranniger, Colton Hood, Adam Rutenberg, Neal Sikka, Alexander Steinmaurer, Christian G{\u}tl",Work-in-Progress-Volumetric Communication for Remote Assistance Giving Cardiopulmonary Resuscitation,"@inproceedings{rebol2022workinprogressvolumetric,
  title = {Work-in-{{Progress-Volumetric Communication}} for {{Remote Assistance Giving Cardiopulmonary Resuscitation}}},
  booktitle = {2022 8th {{International Conference}} of the {{Immersive Learning Research Network}} ({{iLRN}})},
  author = {Rebol, Manuel and Pietroszek, Krzysztof and Ranniger, Claudia and Hood, Colton and Rutenberg, Adam and Sikka, Neal and Steinmaurer, Alexander and G{\""u}tl, Christian},
  year = {2022},
  month = may,
  pages = {1--3},
  doi = {10.23919/iLRN55037.2022.9815989},
  urldate = {2024-04-23},
  abstract = {We present our work in progress, a real-time mixed reality communication system for remote assistance in medical emergency situations. 3D cameras capture the emergency situa-tion and send volumetric data to a remote expert. The remote expert sees the volumetric scene through mixed reality glasses and guides an operator at the patient. The local operator receives audio and visual guidance augmented onto the mixed reality headset. We compare the mixed reality system against traditional video communication in a user study on a CPR emergency simulation. We evaluate task performance, cognitive load, and user interaction. The results will help to better understand the benefits of using augmented and volumetric information in medical emergency procedures.},
  keywords = {Cameras,Communication systems,emergency assistance,Glass,Headphones,mixed reality,Mixed reality,Three-dimensional displays,Visualization,volumetric communication},
  file = {D\:\\_Zotero\\storage\\G5WRNAXT\\Rebol et al_2022_Work-in-Progress-Volumetric Communication for Remote Assistance Giving.pdf;D\:\\_Zotero\\storage\\5TQVZEX4\\9815989.html}
}",10.23919/iLRN55037.2022.9815989,x,,,,x,,,,,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2017,"Michael Tanaya, KouKeng Yang, Taran Christensen, Shen Li, Michael O'Keefe, James Fridley, Kelvin Sung",A Framework for analyzing AR/VR Collaborations: An initial result,"@inproceedings{tanaya2017frameworka,
  title = {A {{Framework}} for Analyzing {{AR}}/{{VR Collaborations}}: {{An}} Initial Result},
  shorttitle = {A {{Framework}} for Analyzing {{AR}}/{{VR Collaborations}}},
  booktitle = {2017 {{IEEE International Conference}} on {{Computational Intelligence}} and {{Virtual Environments}} for {{Measurement Systems}} and {{Applications}} ({{CIVEMSA}})},
  author = {Tanaya, Michael and Yang, KouKeng and Christensen, Taran and Li, Shen and O'Keefe, Michael and Fridley, James and Sung, Kelvin},
  year = {2017},
  month = jun,
  pages = {111--116},
  issn = {2377-9322},
  doi = {10.1109/CIVEMSA.2017.7995311},
  urldate = {2024-07-17},
  abstract = {The recent advances in Virtual Reality (VR) and Augmented Reality (AR) research have enabled investigations into collaborative efforts that equip participants with heterogeneous technological configurations in various degrees of immersion. Results from this work are interesting and may seem futuristic which can cause challenges in understanding the underlying impacts and gaining insights. This paper describes an attempt in identifying the fundamental elements of a digital interaction and remote collaboration; and proposes the Cross Reality Collaboration Framework (CRCF) to provide a unified platform for discussing, comparing, and contrasting these efforts. Though in an early stage of development, the current iteration of CRCF is capable of analyzing configurations that are based on drastically different technologies (e.g., an AR application vs. a location aware mobile application), comparing them, and revealing insights. This paper demonstrates the potentials of CRCF by applying it to analyze popular technological configurations and identifying opportunities for investigations. The paper then describes a prototype solution addressing the identified opportunity and presents results from a testing environment involving four collaborators with distinct technological configurations.},
  keywords = {Aerospace electronics,Augmented reality,Augmented Reality,Collaboration,Mixed Reality,Prototypes,Three-dimensional displays,User interfaces,Virtual Reality,Virtual Space},
  file = {D\:\\_Zotero\\storage\\8XGVSFEB\\Tanaya et al_2017_A Framework for analyzing AR-VR Collaborations.pdf;D\:\\_Zotero\\storage\\73YVHGUU\\7995311.html}
}",10.1109/CIVEMSA.2017.7995311,,,,x,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2021,"Gi-Bbeum Lee, Hyuckjin Jang, Hyundeok Jeong, Woontack Woo",Designing a Multi-Modal Communication System for the Deaf and Hard-of-Hearing Users,"@inproceedings{lee2021designing,
  title = {Designing a {{Multi-Modal Communication System}} for the {{Deaf}} and {{Hard-of-Hearing Users}}},
  booktitle = {2021 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality Adjunct}} ({{ISMAR-Adjunct}})},
  author = {Lee, Gi-Bbeum and Jang, Hyuckjin and Jeong, Hyundeok and Woo, Woontack},
  year = {2021},
  month = oct,
  pages = {429--434},
  doi = {10.1109/ISMAR-Adjunct54149.2021.00097},
  urldate = {2024-04-22},
  abstract = {In remote collaboration using Augmented Reality (AR), speech and gesture are major communication methods for the general public. However, the Deaf and Hard-of-Hearing (DHH) population cannot join in the communication due to the absence of a sign language interface which is their primary language. Recent works have tried to augment spoken language with sign language animations or captions, but the research to convey sign language with spoken language is still very limited. In this paper, we propose a novel multi-modal communication system that integrates sign language translation, speech recognition, and shared object manipulation in the mobile AR environment. Though the system is currently under development, we demonstrated a rapid prototype of the telemedicine app leveraging the video prototyping method to integrate the system modules. We performed preliminary interviews about our approach with DHH users, a sign language interpreter, and a physician. We discuss the insights into the future design of the DHH communication support in the AR collaboration system. This study has a socio-cultural, economic impact on the DHH population as a barrier-free design of a remote collaboration system in a practical scenario. Another contribution of this work is that we suggested a novel user-centered system for DHH users in AR by integrating the existing technologies.},
  keywords = {Collaboration,Communication systems,Gesture recognition,Human computer interaction (HCI),Human-centered computing,Interaction design,Interaction design process and methods,Interaction paradigms,Mixed / augmented reality,Prototypes,Read MS,Sociology,Speech recognition,Telemedicine,User centered design},
  file = {D\:\\_Zotero\\storage\\2IVJK2WL\\Lee et al_2021_Designing a Multi-Modal Communication System for the Deaf and Hard-of-Hearing.pdf;D\:\\_Zotero\\storage\\9FCHHG9F\\9585888.html}
}",10.1109/ISMAR-Adjunct54149.2021.00097,x,,,,x,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,
384,2023,"Francisco M. Garc{\'i}a, Rub{\'e}n Moraleda, Santiago {Schez-Sobrino}, Dorothy N. Monekosso, David Vallejo, Carlos {Glez-Morcillo}",Health-5G: A Mixed Reality-Based System for Remote Medical Assistance in Emergency Situations,"@article{garcia2023health5g,
  title = {Health-{{5G}}: {{A Mixed Reality-Based System}} for {{Remote Medical Assistance}} in {{Emergency Situations}}},
  shorttitle = {Health-{{5G}}},
  author = {Garc{\'i}a, Francisco M. and Moraleda, Rub{\'e}n and {Schez-Sobrino}, Santiago and Monekosso, Dorothy N. and Vallejo, David and {Glez-Morcillo}, Carlos},
  year = {2023},
  journal = {IEEE Access},
  volume = {11},
  pages = {59016--59032},
  issn = {2169-3536},
  doi = {10.1109/ACCESS.2023.3285420},
  urldate = {2024-04-22},
  abstract = {Mixed reality is the combination of virtual and augmented reality to interactively and believably merge physical and computer-generated environments. This paper discusses the design of Health-5G, a scalable mixed reality-based system that facilitates and supports emergency response by medical emergency teams. Health-5G is supported by a distributed architecture divided into four interrelated applications responsible for advanced computer-human interaction, effective real-time videoconference, medical device integration, and communication infrastructure, respectively. The mixed reality layer is provided by the headset Microsoft Hololens 2™. Health-5G is based on scenarios in which emergency personnel wear mixed reality glasses that can transmit audio, video, and data streams bidirectionally over a 5G network to medical specialists stationed in a hospital at any distance. Thanks to Health-5G, the specialist will be able to access the emergency team's point of view at any time and provide verbal and visual instructions, including gestures and positioning of graphical markers in 3D space. In this way, emergency personnel can provide the best possible care to the patient without having to wait for them to arrive at the hospital, saving a lot of time in scenarios where every second can make a difference. Health-5G also addresses the integration of medical devices and the collection of the patient's medical data in a scalable way through optical character recognition. A case study is discussed where Health-5G is used to attend a patient in the street suffering from syncope due to third-degree atrioventricular block. Latency and performance tests over a 5G network are also discussed. To the best of our knowledge, there is no comprehensive solution in the literature that provides all the capabilities offered by Health-5G in terms of functionality and advanced interaction mechanisms within the context of remote, immersive support in emergency situations.},
  keywords = {5G,5G mobile communication,Hospitals,Medical diagnostic imaging,Mixed reality,Read MS,Real-time systems,Surgery,teleassistance,Telemedicine,Three-dimensional displays,visualization,Visualization},
  file = {D\:\\_Zotero\\storage\\P6WMW69B\\García et al_2023_Health-5G.pdf;D\:\\_Zotero\\storage\\D3NZUIFS\\10149357.html}
}",10.1109/ACCESS.2023.3285420,x,,,,x,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x
385,2020,"Boram Yoon, Hyung-il Kim, Seo Young Oh, Woontack Woo",Evaluating Remote Virtual Hands Models on Social Presence in Hand-based 3D Remote Collaboration,"@inproceedings{yoon2020evaluating,
  title = {Evaluating {{Remote Virtual Hands Models}} on {{Social Presence}} in {{Hand-based 3D Remote Collaboration}}},
  booktitle = {2020 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality}} ({{ISMAR}})},
  author = {Yoon, Boram and Kim, Hyung-il and Oh, Seo Young and Woo, Woontack},
  year = {2020},
  month = nov,
  pages = {520--532},
  issn = {1554-7868},
  doi = {10.1109/ISMAR50242.2020.00080},
  urldate = {2024-04-19},
  abstract = {This study investigates the effects of a virtual hand representation on the user experience including social presence during hand-based 3D remote collaboration. Although a remote hand appearance is a critical parts of a hand-based telepresence, it has been rarely studied in comparison to studies on the self-embodiment of virtual hands in a 3D environment. Thus, we conducted a user study comparing the three virtual hands models (Skeleton, Low Polygon and Realistic) while performing a remote collaborative task based on the American Sign Language (ASL) using both Augmented Reality (AR) and Virtual Reality (VR) environments. We found that the realistic type was perceived as the most sense of being together, human-like, and trustable representation. The low polygon model could also convey a clear sign and moderate level of social presence. Although the system was configured asymmetrically in AR and VR, little difference in perception was found except for the participant's mental load and message understanding. We then discuss the results and suggest design implications for future hand-based 3D telepresence systems.},
  keywords = {Augmented reality,Collaboration,Human-centered computing-Human computer interaction (HCI)-HCI design and evaluation methods-User studies,Human-centered computing-Human computer interaction (HCI)-Interaction paradigms-Mixed/augmented reality,Load modeling,Read MS,Solid modeling,Telepresence,Three-dimensional displays,User experience},
  file = {D\:\\_Zotero\\storage\\YKS7B3UU\\Yoon et al_2020_Evaluating Remote Virtual Hands Models on Social Presence in Hand-based 3D.pdf;D\:\\_Zotero\\storage\\QIR5ZLWR\\9284778.html}
}",10.1109/ISMAR50242.2020.00080,,,,x,,,,,,x,,x,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,x,,
393,2021,"Manuel Rebol, Colton Hood, Claudia Ranniger, Adam Rutenberg, Neal Sikka, Erin Maria Horan, Christian G{\u}tl, Krzysztof Pietroszek",Remote Assistance with Mixed Reality for Procedural Tasks,"@inproceedings{rebol2021remote,
  title = {Remote {{Assistance}} with {{Mixed Reality}} for {{Procedural Tasks}}},
  booktitle = {2021 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces Abstracts}} and {{Workshops}} ({{VRW}})},
  author = {Rebol, Manuel and Hood, Colton and Ranniger, Claudia and Rutenberg, Adam and Sikka, Neal and Horan, Erin Maria and G{\""u}tl, Christian and Pietroszek, Krzysztof},
  year = {2021},
  month = mar,
  pages = {653--654},
  doi = {10.1109/VRW52623.2021.00209},
  urldate = {2024-04-19},
  abstract = {We present a volumetric communication system that is designed for remote assistance of procedural tasks. The system allows a remote expert to visually guide a local operator. The two parties share a view that is spatially identical, but for the local operator it is of the object on which they operate, while for the remote expert, the object is presented as a mixed reality ""hologram"". Guidance is provided by voice, gestures, and annotations performed directly on the object of interest or its hologram. At each end of the communication, spatial is visualized using mixed-reality glasses.},
  keywords = {Annotations,Augmented Reality,Communication systems,Conferences,Medical services,Mixed reality,Read MS,Remote Procedure,Three-dimensional displays,Virtual Presence,Visualization},
  file = {D\:\\_Zotero\\storage\\WBUS7FUT\\Rebol et al_2021_Remote Assistance with Mixed Reality for Procedural Tasks.pdf;D\:\\_Zotero\\storage\\I37XAKMG\\9419296.html}
}",10.1109/VRW52623.2021.00209,x,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2023,"Guillaume Bataille, Abdelhadi Lammini, Jean-R{\'e}my Chardonnet",ARPuzzle: Evaluating the Effectiveness of Collaborative Augmented Reality,"@inproceedings{bataille2023arpuzzle,
  title = {{{ARPuzzle}}: {{Evaluating}} the {{Effectiveness}} of {{Collaborative Augmented Reality}}},
  shorttitle = {{{ARPuzzle}}},
  booktitle = {2023 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality}} ({{ISMAR}})},
  author = {Bataille, Guillaume and Lammini, Abdelhadi and Chardonnet, Jean-R{\'e}my},
  year = {2023},
  month = oct,
  pages = {642--651},
  publisher = {IEEE Computer Society},
  doi = {10.1109/ISMAR59233.2023.00079},
  urldate = {2024-02-09},
  abstract = {Collaborative Augmented Reality (CAR) offers disruptive ways for people to collaborate. However, this emerging technology must improve its acceptance, efficiency, and usability to scale up and, for example, support augmented operations executed by technicians. This paper presents our CAR system and its experimentation during a cooperative puzzle-solving task. Our system provides collaborators with a shared virtual space allowing verbal and non-verbal interpersonal communications, and intuitive interactions with shared virtual replicas of real objects. Our system also integrates avatars embodied by remote users. We conducted a dual-user study comparing colocated and remote solving of a puzzle virtual replica with its real solving. We evaluated task performance, collaboration, mutual awareness, spatial presence, and copresence, usability, and preference. We found that, if real is preferred and more efficient than our CAR system, CAR is reaching favorable usability levels. We also found that remote augmented reality including full-body avatars offers similar results to colocated augmented reality. This preliminary work paves the way for future research aiming to support and enhance the design and making of Collaborative Augmented Reality systems dedicated to augmented operations.},
  isbn = {9798350328387},
  langid = {english},
  keywords = {Read MS},
  file = {D:\_Zotero\storage\L2VDKHCX\Bataille et al. - 2023 - ARPuzzle Evaluating the Effectiveness of Collabor.pdf}
}",10.1109/ISMAR59233.2023.00079,,,x,,,,,,x,,,,x,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2024,"Lovis Schwenderling, Wilhelm Herbrich, Fabian Joeres, Christian Hansen",A Novel Framework for Hand Visualization in Web-Based Collaborative XR,"@inproceedings{schwenderling2024novela,
  title = {A {{Novel Framework}} for {{Hand Visualization}} in {{Web-Based Collaborative XR}}},
  booktitle = {2024 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces Abstracts}} and {{Workshops}} ({{VRW}})},
  author = {Schwenderling, Lovis and Herbrich, Wilhelm and Joeres, Fabian and Hansen, Christian},
  year = {2024},
  month = mar,
  pages = {18--23},
  doi = {10.1109/VRW62533.2024.00010},
  urldate = {2024-09-05},
  abstract = {Many extended reality (XR) applications are platform-specific, making accessibility and cross-platform collaboration difficult. Web-based collaborative XR can enhance adoption of XR technologies, using the browser as a platform-independent interface. However, challenges arise from the browser environment, such as performance limitations. To this end, we present a WebXR-based framework for hand interaction in cross-platform collaboration in XR. A network structure and methods for collaborative and individual object manipulation complement the integrated hand tracking. Three different fidelity levels to represent the hands of remote users were implemented to accommodate different performance capabilities. Concepts ranged from virtual hands to discrete poses with abstract objects. A sample application was implemented with a puzzle task. Two users collaborated in the browsers of the Microsoft HoloLens 2 and the Meta Quest 2. Qualitative and quantitative data on user performance (n=9), and frame rate recordings (n=1) were collected. All users were able to solve the puzzle together quickly and intu-itively. The Quest environment was preferred, as there were more performance issues with the HoloLens. Hand interaction was well-received and proved to be sufficient as the only form of communication. Simpler representations of the hands lead to a higher frame rate, whereby the effects were device-dependent. The impact on task performance was low. Hand interaction enables an intuitive exchange of objects and basic communication in cross-platform collaboration via browsers. Depending on the XR environment, however, device-specific performance limitations must be taken into account by modulating the amount of data and rendering effort.},
  keywords = {Browsers,Collaboration,Human-centered computing-Collaborative and social computing-Collaborative and social computing systems and tools,Human-centered computing-Human computer interaction (HCI)-Interaction paradigms-Web-based interaction,Performance evaluation,Three-dimensional displays,Time measurement,User experience,Velocity measurement},
  file = {D\:\\_Zotero\\storage\\ZMDAR9DI\\Schwenderling et al. - 2024 - A Novel Framework for Hand Visualization in Web-Based Collaborative XR.pdf;D\:\\_Zotero\\storage\\X6753XAM\\10536317.html}
}",10.1109/VRW62533.2024.00010,,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2023,"David Black, Septimiu Salcudean",Mixed Reality Human Teleoperation,"@inproceedings{black2023mixed,
  title = {Mixed {{Reality Human Teleoperation}}},
  booktitle = {2023 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces Abstracts}} and {{Workshops}} ({{VRW}})},
  author = {Black, David and Salcudean, Septimiu},
  year = {2023},
  month = mar,
  pages = {375--383},
  doi = {10.1109/VRW58643.2023.00083},
  urldate = {2024-04-23},
  abstract = {For many applications, remote guidance and telerobotics provide great advantages. For example, tele-ultrasound can bring much-needed expert healthcare to isolated communities. However, existing tele-guidance methods have serious limitations. A new concept called human teleoperation leverages mixed reality, haptics, and high-speed communication to provide tele-guidance that is more tightly coupled than existing methods yet more accessible than telerobotics. This paper provides an overview of the human teleoperation concept and its application to tele-ultrasound. The concept and its impact are discussed, the graphics, communications, controls, and haptics subsystems are explained, and results are presented that show the system's efficacy. These include tests of the communication architecture, of human performance in tracking mixed reality signals, and of human teleoperation in a limited clinical use-case. The results show good potential for teleultrasound, as well as possible other applications of human teleoperation including remote maintenance, inspection, and training.},
  keywords = {Computer systems organization-Embedded and cyber-physical systems-Robotics-Robotic Control,Human computer interaction,Human-centered computing-Human Computer Interaction-Interaction Devices-Haptic devices,Human-centered computing-Human Computer Interaction-Interaction Paradigms-Mixed / augmented reality,Maintenance engineering,Medical services,Mixed reality,Three-dimensional displays,Training,Virtual reality},
  file = {D:\_Zotero\storage\T8PW8E68\Black_Salcudean_2023_Mixed Reality Human Teleoperation.pdf}
}",10.1109/VRW58643.2023.00083,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x
422,2021,"Hyung-Il Kim, Taehei Kim, Eunhwa Song, Seo Young Oh, Dooyoung Kim, Woontack Woo",Multi-scale Mixed Reality Collaboration for Digital Twin,"@inproceedings{kim2021multiscale,
  title = {Multi-Scale {{Mixed Reality Collaboration}} for {{Digital Twin}}},
  booktitle = {2021 {{IEEE International Symposium}} on {{Mixed}} and {{Augmented Reality Adjunct}} ({{ISMAR-Adjunct}})},
  author = {Kim, Hyung-Il and Kim, Taehei and Song, Eunhwa and Oh, Seo Young and Kim, Dooyoung and Woo, Woontack},
  year = {2021},
  month = oct,
  pages = {435--436},
  doi = {10.1109/ISMAR-Adjunct54149.2021.00098},
  urldate = {2024-04-23},
  abstract = {In this poster, we present a digital twin-based mixed reality system for remote collaboration with the size-scaling of the user and the space. The proposed system supports collaboration between an AR host user and a VR remote user by sharing a 3D digital twin of the AR host user. To enhance the coarse authoring of a shared digital twin environment, we provide a size scaling of the digital twin environment with the world-in-miniature view. Also, we enable scaling the size of the VR user's avatar to enhance both coarse (size-up) and fine-grained (size-down) authoring of the digital twin environment. We describe the system setup, input methods, and interaction methods for scaling space and user.},
  keywords = {Augmented reality,Avatars,Collaboration,Collaborative interaction,Digital twin,Human computer interaction (HCI),Human-centered computing,Interaction paradigms,Mixed / augmented reality,Mixed reality,Read MS,Systems support,Three-dimensional displays},
  file = {D\:\\_Zotero\\storage\\PMVB9U6S\\Kim et al_2021_Multi-scale Mixed Reality Collaboration for Digital Twin.pdf;D\:\\_Zotero\\storage\\JR5SK4Z9\\9585826.html}
}",10.1109/ISMAR-Adjunct54149.2021.00098,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2022,"Allison Jing, Gun Lee, Mark Billinghurst",Using Speech to Visualise Shared Gaze Cues in MR Remote Collaboration,"@inproceedings{jing2022using,
  title = {Using {{Speech}} to {{Visualise Shared Gaze Cues}} in {{MR Remote Collaboration}}},
  booktitle = {2022 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces}} ({{VR}})},
  author = {Jing, Allison and Lee, Gun and Billinghurst, Mark},
  year = {2022},
  month = mar,
  pages = {250--259},
  issn = {2642-5254},
  doi = {10.1109/VR51125.2022.00044},
  urldate = {2024-07-31},
  abstract = {In this paper, we present a 360{$^\circ$} panoramic Mixed Reality (MR) sys-tem that visualises shared gaze cues using contextual speech input to improve task coordination. We conducted two studies to evaluate the design of the MR gaze-speech interface exploring the combinations of visualisation style and context control level. Findings from the first study suggest that an explicit visual form that directly connects the collaborators' shared gaze to the contextual conversation is preferred. The second study indicates that the gaze-speech modality shortens the coordination time to attend to the shared interest, making the communication more natural and the collaboration more effective. Qualitative feedback also suggest that having a constant joint gaze indicator provides a consistent bi-directional view while establishing a sense of co-presence during task collaboration. We discuss the implications for the design of collaborative MR systems and directions for future research.},
  keywords = {Bidirectional control,Collaboration,HCI design and evaluation methods,Human computer interaction (HCI),Human-centered computing,Manufacturing industries,Mixed reality,Three-dimensional displays,User studies,Virtual reality,Visualization},
  file = {D\:\\_Zotero\\storage\\3DXPYZQ2\\Jing et al_2022_Using Speech to Visualise Shared Gaze Cues in MR Remote Collaboration.pdf;D\:\\_Zotero\\storage\\KUDXNMHS\\9756787.html}
}",10.1109/VR51125.2022.00044,,,,x,,,,,,x,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,x,
432,2020,"Geonsun Lee, HyeongYeop Kang, JongMin Lee, JungHyun Han",A User Study on View-sharing Techniques for One-to-Many Mixed Reality Collaborations,"@inproceedings{lee2020user,
  title = {A {{User Study}} on {{View-sharing Techniques}} for {{One-to-Many Mixed Reality Collaborations}}},
  booktitle = {2020 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces}} ({{VR}})},
  author = {Lee, Geonsun and Kang, HyeongYeop and Lee, JongMin and Han, JungHyun},
  year = {2020},
  month = mar,
  pages = {343--352},
  issn = {2642-5254},
  doi = {10.1109/VR46266.2020.00054},
  urldate = {2024-04-22},
  abstract = {In a one-to-many mixed reality collaboration environment, where multiple local users wearing AR headsets are supervised by a remote expert wearing a VR HMD, we evaluated three view-sharing techniques: 2D video, 360 video, and 3D model augmented with 2D video. Through a pilot test, the weaknesses of the techniques were identified, and additional features were integrated into them. Then, their performances were compared in two different collaboration scenarios based on search and assembling. In the first scenario, a local user performed both search and assembling. In the second scenario, two local users had dedicated roles, one for search and the other for assembling. The experiment results showed that the 3D model augmented with 2D video was time-efficient, usable, less demanding and most preferred in one-to-many mixed reality collaborations.},
  keywords = {Cameras,Collaboration,Collaborative and social computing,Collaborative and social computing theory,Computer supported cooperative work,concepts and paradigms,Human computer interaction (HCI),Human-centered computing,Interaction paradigms,Mixed / augmented reality,Read MS,Resists,Solid modeling,Three-dimensional displays,Two dimensional displays,Virtual reality},
  file = {D\:\\_Zotero\\storage\\VBXVY4HT\\Lee et al_2020_A User Study on View-sharing Techniques for One-to-Many Mixed Reality.pdf;D\:\\_Zotero\\storage\\Y5F8DA7T\\9089500.html}
}",10.1109/VR46266.2020.00054,x,,,x,,x,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,x,,
435,2023,"Eunhee Chang, Yongjae Lee, Byounghyun Yoo, Hojeong Im",Comparing Context-sharing Interfaces in XR Remote Collaboration,"@inproceedings{chang2023comparing,
  title = {Comparing {{Context-sharing Interfaces}} in {{XR Remote Collaboration}}},
  booktitle = {2023 {{IEEE Conference}} on {{Virtual Reality}} and {{3D User Interfaces Abstracts}} and {{Workshops}} ({{VRW}})},
  author = {Chang, Eunhee and Lee, Yongjae and Yoo, Byounghyun and Im, Hojeong},
  year = {2023},
  pages = {719--720},
  publisher = {IEEE},
  doi = {10.1109/VRW58643.2023.00202},
  urldate = {2024-09-12}
}",10.1109/VRW58643.2023.00202,x,,,,,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
